Ingredient,Quantity,Unit,Category,Recipe,Recipe Category,Recipe Difficulty,Calories,Carbohydrates,Proteins,Fats,Vitamins,Minerals,Dietary Preferences,Dietary Restrictions,Health Goals,Rating,Comments,Ingredient Substitutions,Serving Size,Prep Time (mins),Cook Time (mins)
Beef,135,grams,Proteins,Beef Stir-Fry,Dinner,Medium,187,36,47,29,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,52,31
Lettuce,128,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,235,45,30,6,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,54,29
Potato,64,cups,Grains,Mashed Potatoes,Side Dish,Medium,443,20,49,5,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,51,49
Carrot,123,pieces,Vegetables,Carrot Soup,Soup,Medium,227,32,21,40,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,40,27
Onion,142,slices,Vegetables,Onion Rings,Snack,Medium,368,22,19,50,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,40,85
Chicken,106,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,385,21,48,7,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,21,15
Broccoli,151,ounces,Vegetables,Broccoli Salad,Lunch,Medium,318,22,24,50,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,33,16
Rice,66,cups,Grains,Tomato Soup,Soup,Medium,195,49,50,5,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,34,71
Tomato,142,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,378,39,6,38,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,57,41
Spinach,165,slices,Dairy,Rice Pilaf,Snack,Hard,306,15,28,5,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,30,85
Beef,140,grams,Proteins,Beef Stir-Fry,Dinner,Medium,151,5,10,44,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,26,63
Lettuce,107,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,367,12,25,28,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,35,103
Potato,116,cups,Grains,Mashed Potatoes,Side Dish,Medium,206,12,19,11,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,5,102
Carrot,154,pieces,Vegetables,Carrot Soup,Soup,Medium,167,10,39,8,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,3,58,83
Onion,179,slices,Vegetables,Onion Rings,Snack,Medium,254,25,18,46,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,14,97
Chicken,69,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,403,38,19,11,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,42,50
Broccoli,147,ounces,Vegetables,Broccoli Salad,Lunch,Medium,127,27,47,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,43,57
Rice,88,cups,Grains,Tomato Soup,Soup,Medium,481,48,13,27,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,13,11
Tomato,186,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,392,35,17,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,23,45
Spinach,100,slices,Dairy,Rice Pilaf,Snack,Hard,161,37,27,47,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,57,84
Beef,166,grams,Proteins,Beef Stir-Fry,Dinner,Medium,482,9,45,7,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,45,40
Lettuce,76,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,121,50,21,34,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,32,48
Potato,160,cups,Grains,Mashed Potatoes,Side Dish,Medium,279,15,15,11,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,54,101
Carrot,185,pieces,Vegetables,Carrot Soup,Soup,Medium,360,49,33,36,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,26,92
Onion,150,slices,Vegetables,Onion Rings,Snack,Medium,342,49,47,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,24,118
Chicken,158,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,476,30,48,44,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,36,108
Broccoli,187,ounces,Vegetables,Broccoli Salad,Lunch,Medium,315,43,42,17,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,21,105
Rice,89,cups,Grains,Tomato Soup,Soup,Medium,135,46,8,38,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,49,107
Tomato,133,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,448,37,6,24,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,1,8,96
Spinach,125,slices,Dairy,Rice Pilaf,Snack,Hard,307,36,49,24,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,20,21
Beef,151,grams,Proteins,Beef Stir-Fry,Dinner,Medium,403,6,19,30,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,34,65
Lettuce,198,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,441,21,13,5,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,16,64
Potato,177,cups,Grains,Mashed Potatoes,Side Dish,Medium,159,30,7,23,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,7,100
Carrot,137,pieces,Vegetables,Carrot Soup,Soup,Medium,201,23,43,9,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,3,49,57
Onion,93,slices,Vegetables,Onion Rings,Snack,Medium,306,43,50,47,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,30,110
Chicken,77,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,360,32,21,38,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,1,49,49
Broccoli,152,ounces,Vegetables,Broccoli Salad,Lunch,Medium,343,12,36,39,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,41,120
Rice,167,cups,Grains,Tomato Soup,Soup,Medium,493,12,17,19,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,18,26
Tomato,69,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,392,30,40,16,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,52,77
Spinach,178,slices,Dairy,Rice Pilaf,Snack,Hard,434,36,17,9,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,51,111
Beef,106,grams,Proteins,Beef Stir-Fry,Dinner,Medium,490,20,21,40,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,4,57,90
Lettuce,80,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,304,5,33,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,41,101
Potato,185,cups,Grains,Mashed Potatoes,Side Dish,Medium,372,6,34,26,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,38,42
Carrot,167,pieces,Vegetables,Carrot Soup,Soup,Medium,335,9,14,47,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,32,71
Onion,167,slices,Vegetables,Onion Rings,Snack,Medium,428,43,46,20,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,54,31
Chicken,125,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,221,26,47,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,16,39
Broccoli,72,ounces,Vegetables,Broccoli Salad,Lunch,Medium,420,41,40,50,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,19,17
Rice,167,cups,Grains,Tomato Soup,Soup,Medium,304,28,41,20,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,2,22,38
Tomato,74,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,117,5,47,19,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,2,13,65
Spinach,179,slices,Dairy,Rice Pilaf,Snack,Hard,289,17,22,14,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,12,55
Beef,165,grams,Proteins,Beef Stir-Fry,Dinner,Medium,459,31,20,38,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,1,6,80
Lettuce,132,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,398,35,28,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,56,16
Potato,177,cups,Grains,Mashed Potatoes,Side Dish,Medium,460,41,44,10,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,58,118
Carrot,119,pieces,Vegetables,Carrot Soup,Soup,Medium,431,18,44,24,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,1,57,50
Onion,106,slices,Vegetables,Onion Rings,Snack,Medium,366,24,12,10,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,13,115
Chicken,56,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,186,8,30,50,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,33,33
Broccoli,108,ounces,Vegetables,Broccoli Salad,Lunch,Medium,212,11,31,17,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,46,111
Rice,113,cups,Grains,Tomato Soup,Soup,Medium,291,6,48,34,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,18,35
Tomato,174,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,108,5,41,43,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,45,51
Spinach,112,slices,Dairy,Rice Pilaf,Snack,Hard,277,24,49,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,30,62
Beef,154,grams,Proteins,Beef Stir-Fry,Dinner,Medium,310,33,24,28,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,43,61
Lettuce,155,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,248,38,37,13,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,26,94
Potato,151,cups,Grains,Mashed Potatoes,Side Dish,Medium,441,26,30,40,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,20,54
Carrot,157,pieces,Vegetables,Carrot Soup,Soup,Medium,147,43,44,29,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,53,91
Onion,81,slices,Vegetables,Onion Rings,Snack,Medium,489,18,26,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,58,32
Chicken,126,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,112,20,13,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,23,56
Broccoli,103,ounces,Vegetables,Broccoli Salad,Lunch,Medium,452,25,34,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,9,16
Rice,151,cups,Grains,Tomato Soup,Soup,Medium,267,13,42,30,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,5,119
Tomato,177,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,493,6,6,33,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,3,39,72
Spinach,116,slices,Dairy,Rice Pilaf,Snack,Hard,445,26,7,24,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,28,71
Beef,139,grams,Proteins,Beef Stir-Fry,Dinner,Medium,181,12,26,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,58,12
Lettuce,129,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,402,30,21,23,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,23,71
Potato,180,cups,Grains,Mashed Potatoes,Side Dish,Medium,327,35,13,10,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,39,103
Carrot,156,pieces,Vegetables,Carrot Soup,Soup,Medium,142,25,27,39,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,21,105
Onion,181,slices,Vegetables,Onion Rings,Snack,Medium,115,27,10,36,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,58,106
Chicken,70,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,200,38,28,49,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,19,16
Broccoli,129,ounces,Vegetables,Broccoli Salad,Lunch,Medium,409,41,36,15,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,1,45,88
Rice,141,cups,Grains,Tomato Soup,Soup,Medium,172,6,43,9,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,2,23,56
Tomato,192,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,155,5,38,17,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,3,12,44
Spinach,180,slices,Dairy,Rice Pilaf,Snack,Hard,380,29,37,10,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,54,23
Beef,63,grams,Proteins,Beef Stir-Fry,Dinner,Medium,485,11,45,30,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,1,26,26
Lettuce,124,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,429,5,29,18,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,1,43,49
Potato,162,cups,Grains,Mashed Potatoes,Side Dish,Medium,357,25,22,15,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,36,96
Carrot,57,pieces,Vegetables,Carrot Soup,Soup,Medium,425,49,25,17,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,52,21
Onion,126,slices,Vegetables,Onion Rings,Snack,Medium,156,5,46,32,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,34,52
Chicken,146,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,448,41,33,21,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,36,15
Broccoli,199,ounces,Vegetables,Broccoli Salad,Lunch,Medium,246,44,29,41,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,4,57,82
Rice,188,cups,Grains,Tomato Soup,Soup,Medium,463,9,11,18,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,19,46
Tomato,138,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,372,19,20,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,1,17,99
Spinach,120,slices,Dairy,Rice Pilaf,Snack,Hard,301,46,34,29,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,60,54
Beef,89,grams,Proteins,Beef Stir-Fry,Dinner,Medium,115,38,18,24,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,30,14
Lettuce,71,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,470,29,8,28,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,2,29,35
Potato,170,cups,Grains,Mashed Potatoes,Side Dish,Medium,252,16,29,40,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,60,17
Carrot,70,pieces,Vegetables,Carrot Soup,Soup,Medium,187,39,5,7,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,1,54,24
Onion,125,slices,Vegetables,Onion Rings,Snack,Medium,414,48,47,44,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,29,92
Chicken,93,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,156,20,42,19,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,36,35
Broccoli,89,ounces,Vegetables,Broccoli Salad,Lunch,Medium,467,36,7,43,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,18,77
Rice,93,cups,Grains,Tomato Soup,Soup,Medium,152,30,33,27,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,46,117
Tomato,50,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,119,40,39,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,3,38,88
Spinach,96,slices,Dairy,Rice Pilaf,Snack,Hard,151,48,47,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,24,17
Beef,114,grams,Proteins,Beef Stir-Fry,Dinner,Medium,401,7,31,35,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,49,106
Lettuce,191,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,372,45,24,5,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,8,11
Potato,137,cups,Grains,Mashed Potatoes,Side Dish,Medium,480,16,27,14,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,36,25
Carrot,91,pieces,Vegetables,Carrot Soup,Soup,Medium,283,15,49,42,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,16,44
Onion,68,slices,Vegetables,Onion Rings,Snack,Medium,335,45,47,21,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,2,52,23
Chicken,72,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,163,14,39,31,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,4,39,57
Broccoli,115,ounces,Vegetables,Broccoli Salad,Lunch,Medium,464,17,45,6,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,23,60
Rice,162,cups,Grains,Tomato Soup,Soup,Medium,142,29,47,22,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,48,110
Tomato,79,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,266,11,23,30,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,37,29
Spinach,67,slices,Dairy,Rice Pilaf,Snack,Hard,186,42,24,31,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,54,68
Beef,109,grams,Proteins,Beef Stir-Fry,Dinner,Medium,397,15,6,40,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,36,45
Lettuce,103,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,479,20,48,30,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,32,91
Potato,75,cups,Grains,Mashed Potatoes,Side Dish,Medium,316,17,23,36,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,58,78
Carrot,78,pieces,Vegetables,Carrot Soup,Soup,Medium,315,33,43,48,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,3,21,36
Onion,89,slices,Vegetables,Onion Rings,Snack,Medium,293,27,9,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,25,77
Chicken,106,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,229,39,37,21,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,33,16
Broccoli,197,ounces,Vegetables,Broccoli Salad,Lunch,Medium,242,38,37,6,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,42,40
Rice,190,cups,Grains,Tomato Soup,Soup,Medium,455,8,45,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,39,92
Tomato,111,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,167,18,14,13,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,28,40
Spinach,53,slices,Dairy,Rice Pilaf,Snack,Hard,139,12,11,35,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,45,81
Beef,135,grams,Proteins,Beef Stir-Fry,Dinner,Medium,372,21,25,10,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,4,47,10
Lettuce,129,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,254,5,22,5,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,2,36,110
Potato,184,cups,Grains,Mashed Potatoes,Side Dish,Medium,379,36,27,19,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,4,48,94
Carrot,182,pieces,Vegetables,Carrot Soup,Soup,Medium,346,11,18,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,48,41
Onion,119,slices,Vegetables,Onion Rings,Snack,Medium,196,29,22,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,32,120
Chicken,190,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,326,31,10,38,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,29,10
Broccoli,59,ounces,Vegetables,Broccoli Salad,Lunch,Medium,260,31,14,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,49,79
Rice,74,cups,Grains,Tomato Soup,Soup,Medium,201,29,37,38,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,3,55,107
Tomato,94,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,233,41,19,46,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,44,33
Spinach,101,slices,Dairy,Rice Pilaf,Snack,Hard,380,47,21,33,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,4,18,89
Beef,117,grams,Proteins,Beef Stir-Fry,Dinner,Medium,253,32,44,16,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,23,88
Lettuce,177,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,177,27,48,14,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,58,42
Potato,191,cups,Grains,Mashed Potatoes,Side Dish,Medium,383,42,50,30,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,3,33,52
Carrot,56,pieces,Vegetables,Carrot Soup,Soup,Medium,252,26,48,50,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,56,44
Onion,159,slices,Vegetables,Onion Rings,Snack,Medium,458,19,49,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,7,61
Chicken,70,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,395,48,19,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,47,55
Broccoli,54,ounces,Vegetables,Broccoli Salad,Lunch,Medium,423,34,47,21,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,59,120
Rice,69,cups,Grains,Tomato Soup,Soup,Medium,387,13,47,49,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,52,113
Tomato,107,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,372,34,13,25,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,16,31
Spinach,97,slices,Dairy,Rice Pilaf,Snack,Hard,435,43,46,19,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,38,12
Beef,121,grams,Proteins,Beef Stir-Fry,Dinner,Medium,485,39,12,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,31,12
Lettuce,138,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,181,21,26,18,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,31,37
Potato,110,cups,Grains,Mashed Potatoes,Side Dish,Medium,378,32,19,27,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,4,57,55
Carrot,157,pieces,Vegetables,Carrot Soup,Soup,Medium,174,19,33,5,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,19,80
